Team,ScoreDescending,Overs,RPO,Lead,Inns,Result,Opposition,Ground,Start Date,Declared,Wickets
England,253,79.33333333333333,3.18,39,3,lost,Pakistan,The Oval,2016-08-11,0,10
Sri Lanka,253,79.0,3.2,253,1,draw,West Indies,Gros Islet,2018-06-14,0,10
West Indies,253,89.66666666666667,2.82,36,2,won,Pakistan,Kingston,2021-08-12,0,10
West Indies,253,104.33333333333331,2.42,49,2,lost,Sri Lanka,Galle,2021-11-29,0,10
England,252,106.0,2.37,277,3,won,West Indies,Leeds,1991-06-06,0,10
South Africa,252,118.33333333333331,2.12,317,3,draw,India,Johannesburg,1992-11-26,0,10
West Indies,252,67.5,3.73,252,1,won,Australia,Adelaide,1993-01-23,0,10
England,252,81.16666666666667,3.1,-22,3,lost,India,Chennai,1993-02-11,0,10
West Indies,252,95.33333333333331,2.64,252,1,won,England,Port of Spain,1994-03-25,0,10
Sri Lanka,252,96.33333333333331,2.61,-148,4,lost,Australia,Adelaide,1996-01-25,0,10
South Africa,252,90.5,2.78,22,2,lost,England,Leeds,1998-08-06,0,10
Pakistan,252,89.66666666666667,2.81,-28,2,draw,Australia,Karachi,1998-10-22,0,10
India,252,91.83333333333331,2.74,252,1,won,Pakistan,Delhi,1999-02-04,0,10
New Zealand,252,95.0,2.65,-171,4,draw,India,Ahmedabad,1999-10-29,0,2
Australia,252,61.833333333333336,4.07,20,2,won,New Zealand,Hamilton,2000-03-31,0,10
Sri Lanka,252,81.5,3.09,-7,3,lost,South Africa,Centurion,2001-01-20,0,10
New Zealand,252,96.66666666666669,2.6,-94,2,lost,Pakistan,Auckland,2001-03-08,0,10
India,252,88.5,2.84,-155,4,lost,West Indies,Kingston,2002-05-18,0,10
Bangladesh,252,87.83333333333333,2.86,-107,3,lost,South Africa,East London,2002-10-18,0,10
Pakistan,252,87.66666666666667,2.87,-368,2,lost,South Africa,Cape Town,2003-01-02,0,10
New Zealand,252,96.33333333333331,2.61,233,3,lost,South Africa,Wellington,2004-03-26,0,10
England,252,105.0,2.4,13,3,draw,Australia,Cardiff,2009-07-08,0,9
India,252,94.83333333333331,2.65,325,3,won,West Indies,Kingston,2011-06-20,0,10
New Zealand,252,71.0,3.54,365,3,won,Zimbabwe,Bulawayo,2011-11-01,1,8
England,252,97.5,2.58,-71,4,lost,Pakistan,Dubai (DSC),2012-02-03,0,10
India,252,89.83333333333333,2.8,-96,4,draw,Australia,Sydney,2015-01-06,0,7
South Africa,252,77.16666666666667,3.26,-239,4,lost,England,The Oval,2017-07-27,0,10
West Indies,252,69.83333333333333,3.6,-232,4,lost,England,Gros Islet,2019-02-09,0,10
Pakistan,252,70.0,3.6,-56,2,draw,Sri Lanka,Rawalpindi,2019-12-11,0,2
India,251,119.5,2.1,122,3,draw,Sri Lanka,Colombo (SSC),1985-08-30,0,10
Australia,251,117.0,2.14,319,3,won,England,Sydney,1987-01-10,0,10
India,251,97.5,2.57,195,3,lost,West Indies,Bridgetown,1989-04-07,0,10
England,251,133.33333333333334,1.88,119,3,lost,Australia,Birmingham,1993-08-05,0,10
South Africa,251,112.0,2.24,-113,4,draw,Sri Lanka,Moratuwa,1993-08-25,0,7
South Africa,251,80.33333333333333,3.12,251,1,won,Australia,Johannesburg,1994-03-04,0,10
New Zealand,251,93.66666666666669,2.67,251,1,lost,England,Nottingham,1994-06-02,0,10
Sri Lanka,251,89.66666666666667,2.79,251,1,lost,Australia,Perth,1995-12-08,0,10
New Zealand,251,95.5,2.62,251,1,draw,Zimbabwe,Auckland,1996-01-20,0,10
Sri Lanka,251,93.16666666666669,2.69,105,3,draw,India,Mohali,1997-11-19,0,6
New Zealand,251,90.0,2.78,-149,2,draw,Australia,Hobart,1997-11-27,1,6
Zimbabwe,251,90.33333333333331,2.77,251,1,lost,Sri Lanka,Colombo (SSC),1998-01-14,0,10
New Zealand,251,135.0,1.85,-122,4,draw,India,Mohali,1999-10-10,0,7
England,251,75.16666666666667,3.33,3,4,won,South Africa,Centurion,2000-01-14,0,8
Bangladesh,251,95.5,2.62,-291,2,lost,Zimbabwe,Chattogram,2001-11-15,0,10
New Zealand,251,88.16666666666667,2.84,-324,2,lost,Australia,Adelaide,2004-11-26,0,10
England,251,95.0,2.64,-167,3,draw,Sri Lanka,Galle,2007-12-18,0,6
Australia,251,67.16666666666667,3.73,251,1,won,West Indies,Bridgetown,2008-06-12,0,10
India,251,73.0,3.43,402,3,draw,England,Mohali,2008-12-19,1,7
Pakistan,251,72.0,3.48,-170,4,lost,Australia,Melbourne,2009-12-26,0,10
England,251,83.16666666666667,3.01,179,2,won,Pakistan,Birmingham,2010-08-06,0,10
England,251,88.0,2.85,-134,2,lost,Australia,Perth,2013-12-13,0,10
Australia,251,40.0,6.27,348,3,draw,India,Sydney,2015-01-06,1,6
West Indies,251,82.0,3.06,-233,2,lost,Sri Lanka,Galle,2015-10-14,0,10
Bangladesh,251,83.0,3.02,-242,2,lost,Sri Lanka,Pallekele,2021-04-29,0,10
Pakistan,250,103.66666666666669,2.41,-74,2,draw,India,Sialkot,1989-12-09,0,10
Pakistan,250,95.16666666666669,2.62,238,3,won,Zimbabwe,Harare,1995-02-15,0,10
Zimbabwe,250,106.5,2.34,19,3,lost,New Zealand,Wellington,1998-02-19,0,10
India,250,101.0,2.47,-71,3,lost,South Africa,Bengaluru,2000-03-02,0,10
Sri Lanka,250,89.16666666666667,2.8,160,3,lost,England,Kandy,2001-03-07,0,10
Pakistan,250,87.5,2.85,43,3,lost,South Africa,Durban,2002-12-26,0,10
New Zealand,250,82.5,3.03,-213,4,lost,Australia,Adelaide,2004-11-26,0,10
England,250,77.0,3.24,53,3,draw,Sri Lanka,Colombo (SSC),2007-12-09,0,3
Bangladesh,250,76.33333333333333,3.27,250,1,lost,South Africa,Centurion,2008-11-26,0,10
Bangladesh,250,51.833333333333336,4.82,-248,3,lost,Sri Lanka,Mirpur,2014-01-27,0,10
New Zealand,250,64.83333333333333,3.85,260,3,draw,Pakistan,Dubai (DSC),2014-11-17,1,9
South Africa,250,85.33333333333333,2.92,126,3,lost,Australia,Adelaide,2016-11-24,0,10
Bangladesh,250,100.5,2.48,-208,4,lost,India,Hyderabad,2017-02-09,0,10
Sri Lanka,250,85.16666666666667,2.93,-211,4,lost,England,Galle,2018-11-06,0,10
India,250,88.0,2.84,250,1,won,Australia,Adelaide,2018-12-06,0,10
Australia,250,94.5,2.64,-8,2,draw,England,Lord's,2019-08-14,0,10
Zimbabwe,250,72.0,3.47,119,2,won,Afghanistan,Abu Dhabi,2021-03-02,0,10
India,249,84.5,2.94,249,1,draw,Sri Lanka,Kandy,1985-09-14,0,10
Pakistan,249,94.83333333333331,2.62,220,3,won,India,Bengaluru,1987-03-13,0,10
New Zealand,249,98.5,2.52,-186,2,lost,England,Birmingham,1990-07-05,0,10
New Zealand,249,74.0,3.36,249,1,lost,Pakistan,Rawalpindi,1996-11-28,0,10
India,249,52.16666666666666,4.77,-165,4,draw,New Zealand,Hamilton,1999-01-02,0,2
England,249,109.83333333333331,2.26,8,2,won,Sri Lanka,Colombo (SSC),2001-03-15,0,10
Sri Lanka,249,92.5,2.69,-259,4,lost,India,Ahmedabad,2005-12-18,0,10
India,249,79.83333333333333,3.11,249,1,won,South Africa,Johannesburg,2006-12-15,0,10
India,249,80.0,3.11,249,1,lost,Sri Lanka,Colombo (PSS),2008-08-08,0,10
Pakistan,249,90.16666666666669,2.76,249,1,won,Zimbabwe,Harare,2013-09-03,0,10
South Africa,249,93.16666666666669,2.67,249,1,lost,Pakistan,Abu Dhabi,2013-10-14,0,10
England,249,116.83333333333331,2.13,-100,4,lost,Sri Lanka,Leeds,2014-06-20,0,10
New Zealand,249,100.66666666666669,2.47,175,3,won,Pakistan,Abu Dhabi,2018-11-16,0,10
New Zealand,249,83.33333333333333,2.98,249,1,lost,Sri Lanka,Galle,2019-08-14,0,10
New Zealand,249,99.33333333333331,2.5,32,2,won,India,Southampton,2021-06-18,0,10
New Zealand,248,80.5,3.08,6,3,lost,West Indies,Bridgetown,1985-04-26,0,10
West Indies,248,83.0,2.98,89,2,lost,Pakistan,Faisalabad,1986-10-24,0,10
Australia,248,104.66666666666669,2.36,-208,2,lost,England,Brisbane,1986-11-14,0,10
Australia,248,98.0,2.53,27,3,lost,West Indies,Georgetown,1991-03-23,0,10
Pakistan,248,101.5,2.44,239,3,won,Zimbabwe,Rawalpindi,1993-12-09,0,10
Australia,248,67.5,3.67,-3,2,lost,South Africa,Johannesburg,1994-03-04,0,10
Australia,248,88.0,2.81,507,3,won,England,Brisbane,1994-11-25,1,8
New Zealand,248,114.0,2.17,117,3,draw,England,Auckland,1997-01-24,1,9
South Africa,248,72.0,3.44,248,1,lost,England,Centurion,2000-01-14,1,8
Sri Lanka,248,93.66666666666669,2.64,-121,4,lost,Australia,Colombo (SSC),2004-03-24,0,10
England,248,65.16666666666667,3.8,478,3,won,West Indies,Birmingham,2004-07-29,0,10
England,248,77.16666666666667,3.21,-100,3,lost,Pakistan,Lahore,2005-11-29,0,10
Pakistan,248,95.0,2.61,-132,2,draw,South Africa,Dubai (DSC),2010-11-12,0,10
New Zealand,248,73.33333333333333,3.38,260,3,lost,India,Bengaluru,2012-08-31,0,10
South Africa,248,148.0,1.67,-181,4,draw,Australia,Adelaide,2012-11-22,0,8
Bangladesh,248,83.83333333333333,2.95,313,3,won,Zimbabwe,Khulna,2014-11-03,1,9
South Africa,248,83.66666666666667,2.96,248,1,draw,Bangladesh,Chattogram,2015-07-21,0,10
South Africa,248,83.33333333333333,2.97,381,3,won,England,Centurion,2016-01-22,1,5
Bangladesh,248,86.0,2.88,-45,2,lost,England,Chattogram,2016-10-20,0,10
Pakistan,248,90.33333333333331,2.74,-68,4,lost,Sri Lanka,Dubai (DSC),2017-10-06,0,10
South Africa,248,137.66666666666666,1.8,-189,4,lost,England,Cape Town,2020-01-03,0,10
England,248,61.5,4.03,465,3,won,South Africa,Johannesburg,2020-01-24,0,10
Australia,247,96.5,2.55,247,1,draw,Sri Lanka,Colombo (RPS),1992-08-28,0,10
England,247,87.0,2.83,1,4,won,South Africa,Nottingham,1998-07-23,0,2
South Africa,247,122.33333333333331,2.01,247,1,won,West Indies,St John's,2001-04-06,0,10
New Zealand,247,91.16666666666669,2.7,86,2,won,India,Wellington,2002-12-12,0,10
South Africa,247,59.5,4.15,-77,4,lost,England,Johannesburg,2005-01-13,0,10
South Africa,247,75.5,3.27,247,1,draw,England,Centurion,2005-01-21,0,10
Sri Lanka,247,91.33333333333331,2.7,-188,4,lost,India,Delhi,2005-12-10,0,10
Pakistan,247,83.16666666666667,2.96,202,3,lost,India,Delhi,2007-11-22,0,10
South Africa,247,93.5,2.64,-346,2,draw,England,Lord's,2008-07-10,0,10
Australia,247,84.33333333333333,2.92,182,3,lost,South Africa,Melbourne,2008-12-26,0,10
Sri Lanka,247,80.33333333333333,3.07,26,2,won,New Zealand,Galle,2012-11-17,0,10
India,247,84.66666666666667,2.91,40,3,lost,England,Eden Gardens,2012-12-05,0,10
Sri Lanka,247,61.833333333333336,3.99,411,3,won,Zimbabwe,Harare,2016-10-29,1,6
West Indies,247,115.0,2.14,-129,2,lost,Pakistan,Roseau,2017-05-10,0,10
South Africa,247,56.0,4.41,423,3,won,Bangladesh,Potchefstroom,2017-09-28,1,6
India,247,80.16666666666667,3.08,240,3,won,South Africa,Johannesburg,2018-01-24,0,10
Zimbabwe,247,75.0,3.29,360,3,draw,Sri Lanka,Harare,2020-01-27,1,7
West Indies,247,58.833333333333336,4.19,-134,3,lost,New Zealand,Hamilton,2020-12-03,0,10
West Indies,246,43.0,5.72,410,3,won,England,St John's,1986-04-11,1,2
India,246,102.5,2.4,59,2,draw,New Zealand,Hamilton,1994-03-19,0,10
Zimbabwe,246,100.0,2.46,-120,4,draw,New Zealand,Auckland,1996-01-20,0,4
Australia,246,80.0,3.07,24,2,won,Pakistan,Hobart,1999-11-18,0,10
New Zealand,246,76.5,3.21,-324,3,lost,Pakistan,Lahore,2002-05-01,0,10
India,246,89.33333333333333,2.75,-228,2,lost,Australia,Bengaluru,2004-10-06,0,10
Sri Lanka,246,81.33333333333333,3.02,-296,2,lost,Australia,Hobart,2007-11-16,0,10
India,246,61.333333333333336,4.01,246,1,won,West Indies,Kingston,2011-06-20,0,10
Australia,246,57.0,4.31,-177,2,lost,South Africa,Gqeberha,2014-02-20,0,10
Australia,246,88.5,2.77,-356,4,lost,Pakistan,Abu Dhabi,2014-10-30,0,10
Bangladesh,246,88.16666666666667,2.79,246,1,draw,South Africa,Mirpur,2015-07-30,0,8
India,246,52.333333333333336,4.7,409,3,draw,Sri Lanka,Delhi,2017-12-02,1,5
England,246,76.66666666666667,3.2,246,1,won,India,Southampton,2018-08-30,0,10
West Indies,246,64.0,3.84,-78,2,lost,Bangladesh,Chattogram,2018-11-22,0,10
England,246,80.66666666666667,3.04,-381,4,lost,West Indies,Bridgetown,2019-01-23,0,10
Australia,246,75.33333333333333,3.26,358,3,lost,England,Leeds,2019-08-22,0,10
England,245,101.0,2.42,245,1,draw,West Indies,Nottingham,1988-06-02,0,10
Pakistan,245,110.33333333333331,2.22,245,1,won,Zimbabwe,Rawalpindi,1993-12-09,0,10
South Africa,245,70.66666666666667,3.46,245,1,won,West Indies,Gqeberha,1998-12-10,0,10
West Indies,245,77.83333333333333,3.14,-94,2,lost,India,Port of Spain,2002-04-19,0,10
Sri Lanka,245,77.33333333333333,3.16,120,3,lost,South Africa,Centurion,2002-11-15,0,10
Pakistan,245,54.0,4.53,-131,3,lost,India,Rawalpindi,2004-04-13,0,10
Pakistan,245,60.16666666666666,4.07,245,1,won,India,Karachi,2006-01-29,0,10
Bangladesh,245,122.16666666666669,2.0,245,1,lost,New Zealand,Chattogram,2008-10-17,0,10
Australia,245,85.83333333333333,2.85,245,1,lost,England,Adelaide,2010-12-03,0,10
Sri Lanka,245,76.83333333333333,3.18,-304,4,lost,India,Galle,2017-07-26,0,10
South Africa,245,100.5,2.43,87,3,lost,Pakistan,Karachi,2021-01-26,0,10
India,244,95.16666666666669,2.56,-141,2,lost,Sri Lanka,Colombo (PSS),1985-09-06,0,10
England,244,66.66666666666667,3.66,244,1,lost,Australia,Perth,1991-02-01,0,10
South Africa,244,101.0,2.41,91,2,won,England,Cape Town,1996-01-02,0,10
South Africa,244,98.16666666666669,2.48,21,2,lost,India,Ahmedabad,1996-11-20,0,10
England,244,80.33333333333333,3.03,174,3,won,Australia,Melbourne,1998-12-26,0,10
New Zealand,244,84.0,2.9,-25,3,draw,South Africa,Auckland,1999-02-27,0,3
New Zealand,244,81.16666666666667,3.0,-326,2,draw,Australia,Wellington,2005-03-18,0,10
West Indies,244,76.0,3.21,-199,4,lost,Pakistan,Karachi,2006-11-27,0,10
Australia,244,71.0,3.43,244,1,won,England,Perth,2006-12-14,0,10
Australia,244,61.833333333333336,3.94,371,3,draw,West Indies,North Sound,2008-05-30,1,6
Bangladesh,244,57.5,4.24,-130,4,lost,Zimbabwe,Harare,2011-08-04,0,10
India,244,55.5,4.39,-242,3,lost,England,Birmingham,2011-08-10,0,10
West Indies,244,68.0,3.58,-106,2,draw,Bangladesh,Chattogram,2011-10-21,0,10
Sri Lanka,244,94.0,2.59,-168,2,lost,New Zealand,Colombo (PSS),2012-11-25,0,10
South Africa,244,75.5,3.23,-36,2,draw,India,Johannesburg,2013-12-18,0,10
England,244,81.5,2.99,24,2,lost,Bangladesh,Mirpur,2016-10-28,0,10
Australia,244,70.33333333333333,3.46,2,2,lost,South Africa,Perth,2016-11-03,0,10
Pakistan,244,80.33333333333333,3.03,-220,4,lost,Australia,Sydney,2017-01-03,0,10
Australia,244,70.83333333333333,3.44,-20,4,lost,Bangladesh,Mirpur,2017-08-27,0,10
Sri Lanka,244,90.33333333333331,2.7,244,1,lost,New Zealand,Colombo (PSS),2019-08-22,0,10
India,244,93.16666666666669,2.61,244,1,lost,Australia,Adelaide,2020-12-17,0,10
India,244,100.66666666666669,2.42,-94,2,draw,Australia,Sydney,2021-01-07,0,10
New Zealand,243,94.83333333333331,2.56,-60,3,lost,Australia,Christchurch,1993-02-25,0,10
West Indies,243,82.83333333333333,2.93,-29,2,lost,India,Wankhede,1994-11-18,0,10
Zimbabwe,243,78.0,3.11,12,2,lost,Pakistan,Harare,1995-02-15,0,10
England,243,97.16666666666669,2.5,-164,4,lost,Pakistan,Lord's,1996-07-25,0,10
Australia,243,80.0,3.03,243,1,lost,West Indies,Perth,1997-02-01,0,10
New Zealand,243,105.33333333333331,2.3,-315,2,draw,Australia,Hobart,2001-11-22,0,7
New Zealand,243,90.66666666666669,2.68,473,3,won,West Indies,Bridgetown,2002-06-21,0,10
Sri Lanka,243,81.66666666666667,2.97,243,1,won,Pakistan,Faisalabad,2004-10-20,0,10
West Indies,243,92.0,2.64,243,1,lost,South Africa,Cape Town,2008-01-02,0,10
India,243,70.83333333333333,3.43,243,1,won,Bangladesh,Chattogram,2010-01-17,0,10
West Indies,243,71.5,3.39,-144,2,draw,Sri Lanka,Colombo (RPS),2010-11-23,0,10
West Indies,243,89.83333333333333,2.7,243,1,lost,England,Lord's,2012-05-17,0,10
West Indies,243,90.33333333333331,2.69,-323,2,lost,India,North Sound,2016-07-21,0,10
England,243,69.16666666666667,3.51,379,3,won,South Africa,Manchester,2017-08-04,0,10
Australia,243,71.5,3.39,243,1,lost,South Africa,Gqeberha,2018-03-09,0,10
Sri Lanka,243,74.0,3.28,-57,4,lost,England,Pallekele,2018-11-14,0,10
Australia,243,93.33333333333331,2.6,286,3,won,India,Perth,2018-12-14,0,10
Australia,242,94.5,2.56,-38,2,lost,West Indies,Melbourne,1988-12-24,0,10
England,242,96.5,2.5,-182,2,draw,Australia,Birmingham,1989-07-06,0,10
Pakistan,242,96.66666666666669,2.5,-103,4,draw,West Indies,Lahore,1990-12-06,0,6
New Zealand,242,68.5,3.53,242,1,lost,Pakistan,Auckland,1994-02-10,0,10
Pakistan,242,81.0,2.98,189,3,draw,England,Leeds,1996-08-08,1,7
England,242,82.66666666666667,2.92,47,3,lost,Pakistan,The Oval,1996-08-22,0,10
Pakistan,242,98.0,2.46,-59,4,draw,South Africa,Faisalabad,2003-10-24,0,6
Zimbabwe,242,64.33333333333333,3.76,352,3,won,Bangladesh,Harare,2004-02-19,1,8
Bangladesh,242,107.5,2.25,316,3,lost,New Zealand,Chattogram,2008-10-17,0,10
Bangladesh,242,65.33333333333333,3.7,-1,2,lost,India,Chattogram,2010-01-17,0,10
India,242,64.0,3.78,0,4,draw,West Indies,Wankhede,2011-11-22,0,9
Australia,242,70.5,3.43,-169,4,lost,England,Cardiff,2015-07-08,0,10
England,242,75.33333333333333,3.21,-136,2,lost,Pakistan,Dubai (DSC),2015-10-22,0,10
South Africa,242,63.66666666666666,3.8,242,1,won,Australia,Perth,2016-11-03,0,10
England,242,82.16666666666667,2.94,63,3,lost,Pakistan,Lord's,2018-05-24,0,10
India,242,63.0,3.84,242,1,lost,New Zealand,Christchurch,2020-02-29,0,10
Australia,241,84.0,2.86,-223,2,lost,England,The Oval,1985-08-29,0,10
Zimbabwe,241,100.0,2.41,63,3,draw,Pakistan,Sheikhupura,1996-10-17,0,7
West Indies,241,66.0,3.65,322,3,draw,India,Kingston,1997-03-06,1,4
South Africa,241,113.83333333333331,2.11,262,3,draw,Sri Lanka,Colombo (SSC),2000-08-06,1,9
Sri Lanka,241,101.16666666666669,2.38,241,1,lost,England,Colombo (SSC),2001-03-15,0,10
South Africa,241,84.5,2.85,160,3,lost,Pakistan,Lahore,2003-10-17,0,10
India,241,62.66666666666666,3.84,39,3,lost,Pakistan,Lahore,2004-04-05,0,10
India,241,92.83333333333331,2.59,241,1,draw,West Indies,St John's,2006-06-02,0,10
India,241,69.66666666666667,3.45,-75,2,won,England,Chennai,2008-12-11,0,10
Sri Lanka,241,81.33333333333333,2.96,39,3,draw,West Indies,Galle,2010-11-15,0,4
South Africa,241,87.5,2.75,-208,4,lost,Sri Lanka,Durban,2011-12-26,0,10
Australia,241,93.0,2.59,49,3,lost,India,Chennai,2013-02-22,0,10
New Zealand,241,57.333333333333336,4.2,480,3,draw,England,Auckland,2013-03-22,1,6
Australia,241,32.0,7.53,464,3,won,Pakistan,Sydney,2017-01-03,1,2
New Zealand,241,75.0,3.21,140,3,draw,England,Hamilton,2019-11-29,0,2
West Indies,240,86.83333333333333,2.76,240,1,draw,Pakistan,Karachi,1986-11-20,0,10
West Indies,240,72.5,3.31,40,3,lost,England,Kingston,1990-02-24,0,10
Sri Lanka,240,72.16666666666667,3.32,240,1,lost,Pakistan,Faisalabad,1992-01-02,0,10
Pakistan,240,85.83333333333333,2.79,-126,3,lost,Australia,Brisbane,1995-11-09,0,10
England,240,110.33333333333331,2.17,218,3,won,South Africa,Leeds,1998-08-06,0,10
Australia,240,89.33333333333333,2.68,128,2,won,England,Perth,1998-11-28,0,10
West Indies,240,99.66666666666669,2.4,-82,4,lost,South Africa,St John's,2001-04-06,0,10
Australia,240,72.16666666666667,3.32,240,1,lost,West Indies,St John's,2003-05-09,0,10
West Indies,240,65.5,3.66,0,2,won,Australia,St John's,2003-05-09,0,10
India,240,77.83333333333333,3.08,-88,2,lost,South Africa,Durban,2006-12-26,0,10
Sri Lanka,240,57.0,4.21,436,3,won,West Indies,Providence,2008-03-22,1,7
Sri Lanka,240,80.0,3.0,150,2,won,Pakistan,Colombo (PSS),2009-07-12,0,10
Australia,240,76.5,3.13,291,3,won,India,Melbourne,2011-12-26,0,10
England,240,97.0,2.47,-12,3,lost,South Africa,The Oval,2012-07-19,0,10
Bangladesh,240,83.5,2.87,240,1,lost,Sri Lanka,Colombo (RPS),2013-03-16,0,10
Zimbabwe,240,75.83333333333333,3.16,240,1,lost,Bangladesh,Mirpur,2014-10-25,0,10
England,240,80.33333333333333,2.98,285,3,won,Bangladesh,Chattogram,2016-10-20,0,10
India,240,53.0,4.52,549,3,won,Sri Lanka,Galle,2017-07-26,1,3
Sri Lanka,240,65.83333333333333,3.64,-96,2,lost,England,Colombo (SSC),2018-11-23,0,10
Pakistan,240,86.33333333333333,2.77,240,1,lost,Australia,Brisbane,2019-11-21,0,10
New Zealand,240,71.0,3.38,-247,4,lost,Australia,Melbourne,2019-12-26,0,10
Pakistan,239,110.16666666666669,2.16,-1,2,draw,West Indies,Karachi,1986-11-20,0,10
West Indies,239,84.33333333333333,2.83,150,3,draw,England,Port of Spain,1990-03-23,0,10
India,239,88.16666666666667,2.71,239,1,lost,Australia,Brisbane,1991-11-29,0,10
Pakistan,239,77.0,3.1,354,3,draw,England,Manchester,1992-07-02,1,5
South Africa,239,109.0,2.19,116,3,won,Australia,Sydney,1994-01-02,0,10
New Zealand,239,111.16666666666669,2.14,87,3,lost,South Africa,Cape Town,1995-01-02,0,10
South Africa,239,68.66666666666667,3.48,239,1,won,Pakistan,Faisalabad,1997-10-24,0,10
Australia,239,89.83333333333333,2.66,395,3,won,India,Adelaide,1999-12-10,1,8
South Africa,239,80.0,2.98,239,1,lost,Australia,Cape Town,2002-03-08,0,10
Zimbabwe,239,89.5,2.67,-496,2,lost,Australia,Perth,2003-10-09,0,10
India,239,87.66666666666667,2.72,-217,4,lost,Australia,Bengaluru,2004-10-06,0,10
Pakistan,239,86.5,2.76,404,3,won,New Zealand,Wellington,2009-12-03,0,10
Sri Lanka,239,79.0,3.02,239,1,lost,Pakistan,Dubai (DSC),2011-10-26,0,10
Sri Lanka,239,73.83333333333333,3.23,-341,2,lost,South Africa,Cape Town,2012-01-03,0,10
Pakistan,239,81.0,2.95,-24,4,lost,Zimbabwe,Harare,2013-09-10,0,10
Australia,239,79.0,3.02,100,3,lost,South Africa,Gqeberha,2018-03-09,0,10
Pakistan,239,82.0,2.91,-48,3,lost,Australia,Adelaide,2019-11-29,0,10
Pakistan,239,102.33333333333331,2.33,-192,2,lost,New Zealand,Mount Maunganui,2020-12-26,0,10
Zimbabwe,238,68.5,3.47,-58,2,won,Pakistan,Peshawar,1998-11-27,0,10
Pakistan,238,79.83333333333333,2.98,238,1,won,India,Chennai,1999-01-28,0,10
India,238,76.16666666666667,3.12,-167,2,lost,Australia,Melbourne,1999-12-26,0,10
South Africa,238,99.0,2.4,-284,2,lost,Sri Lanka,Galle,2000-07-20,0,10
England,238,76.5,3.11,238,1,lost,India,Mohali,2001-12-03,0,10
India,238,94.5,2.51,-98,2,draw,England,Bengaluru,2001-12-19,0,10
Australia,238,66.33333333333333,3.58,406,3,won,West Indies,Port of Spain,2003-04-19,1,3
New Zealand,238,92.66666666666669,2.56,301,3,draw,Sri Lanka,Napier,2005-04-04,0,10
India,238,54.16666666666666,4.39,-7,2,lost,Pakistan,Karachi,2006-01-29,0,10
Bangladesh,238,68.33333333333333,3.48,-149,2,draw,India,Chattogram,2007-05-18,0,10
Bangladesh,238,88.33333333333333,2.69,238,1,won,West Indies,Kingstown,2009-07-09,0,10
South Africa,238,68.33333333333333,3.48,238,1,draw,New Zealand,Dunedin,2012-03-07,0,10
England,238,92.0,2.58,238,1,won,Australia,Chester-le-Street,2013-08-09,0,10
India,237,76.5,3.09,407,3,won,England,Leeds,1986-06-19,0,10
West Indies,237,82.33333333333333,2.87,-208,4,lost,England,Bridgetown,1994-04-08,0,10
India,237,100.16666666666669,2.36,237,1,won,South Africa,Kanpur,1996-12-08,0,10
Australia,237,62.0,3.82,347,3,draw,England,Brisbane,1998-11-20,1,3
England,237,89.0,2.66,-205,4,lost,Australia,Adelaide,1998-12-11,0,10
India,237,74.33333333333333,3.18,237,1,lost,Zimbabwe,Harare,2001-06-15,0,10
India,237,69.66666666666667,3.4,53,3,lost,South Africa,Bloemfontein,2001-11-03,0,10
West Indies,237,50.5,4.69,237,1,lost,Australia,Georgetown,2003-04-10,0,10
Bangladesh,237,82.66666666666667,2.86,-60,3,lost,South Africa,Chattogram,2003-04-24,0,10
England,237,38.66666666666666,6.12,239,3,draw,West Indies,Port of Spain,2009-03-06,1,6
West Indies,237,76.16666666666667,3.11,237,1,lost,Bangladesh,St George's,2009-07-17,0,10
Australia,237,85.0,2.78,237,1,lost,India,Hyderabad,2013-03-02,1,9
New Zealand,237,79.66666666666667,2.97,-55,2,won,Sri Lanka,Hamilton,2015-12-18,0,10
Sri Lanka,237,59.5,3.98,412,3,won,Australia,Galle,2016-08-04,0,10
South Africa,237,88.83333333333333,2.66,-53,3,lost,England,Gqeberha,2020-01-16,0,10
New Zealand,236,93.5,2.52,236,1,won,India,Wankhede,1988-11-24,0,10
Sri Lanka,236,121.16666666666669,1.94,-235,4,lost,India,Colombo (SSC),1993-07-27,0,10
New Zealand,236,102.16666666666669,2.3,236,1,won,England,The Oval,1999-08-19,0,10
Pakistan,236,70.16666666666667,3.36,-57,4,lost,Sri Lanka,Peshawar,2000-03-05,0,10
Zimbabwe,236,107.0,2.2,49,2,lost,West Indies,Port of Spain,2000-03-16,0,10
Zimbabwe,236,101.33333333333331,2.32,-166,3,lost,Sri Lanka,Colombo (SSC),2001-12-27,0,10
Zimbabwe,236,97.0,2.43,236,1,lost,Sri Lanka,Kandy,2002-01-04,0,10
Zimbabwe,236,134.5,1.75,-182,2,lost,Sri Lanka,Galle,2002-01-12,0,10
India,236,64.66666666666667,3.64,401,3,won,South Africa,Johannesburg,2006-12-15,0,10
South Africa,236,50.333333333333336,4.68,1,4,won,Australia,Cape Town,2011-11-09,0,2
New Zealand,236,87.5,2.69,-197,4,lost,India,Kanpur,2016-09-22,0,10
England,236,90.33333333333331,2.61,102,3,lost,India,Mohali,2016-11-26,0,10
Sri Lanka,236,106.33333333333331,2.21,-423,4,lost,New Zealand,Christchurch,2018-12-26,0,10
Pakistan,236,91.33333333333331,2.58,236,1,draw,England,Southampton,2020-08-13,0,10
